1	0.12373813113868237	0.9633
2	0.12624183286353946	0.9622
3	0.09967499174149708	0.9713
4	0.08648163223979063	0.9745
5	0.08767321423741523	0.9761
6	0.0918911908100592	0.975
7	0.10133014726116962	0.9735
8	0.10264921849705279	0.9744
9	0.09211056478383835	0.9775
10	0.12015233058425075	0.9744
11	0.11809688094683479	0.9752
12	0.1058171126119014	0.9763
13	0.1249355722324839	0.9737
14	0.1529376779170154	0.9696
15	0.12242978837711962	0.9764
16	0.13417309358529056	0.9742
17	0.14303323311984895	0.9723
18	0.13853536006256545	0.9754
19	0.1366758993296018	0.9771
20	0.1316661017587925	0.9773
21	0.14300435934153247	0.9759
22	0.15409059134078562	0.9746
23	0.1534378417517293	0.976
24	0.13907461803418264	0.976
25	0.15096950919927457	0.9755
26	0.17635631870957985	0.9754
27	0.1494388457412886	0.9745
28	0.1876096815834986	0.9735
29	0.1562986745032049	0.977
30	0.14988817499504403	0.9772
